company_id,company_name,description,job_hash
8483,Panera Bread Company,"Job Details

Job Title

Immediate Need for: Line Cook – Production Associate

Brand

Panera Bread

Location

Green Oaks Village Place Mall

9430 Village Place Blvd

Brighton, MI 48116

Description

Come Join Panera Bread – an industry leading, award winner!

We are growing — both as a Company and as Individuals!

We are shaping food culture within the restaurant industry through our pride and commitment to innovation and differentiation.

NOW HIRING

Line Cook – Production Associate

* Prepare menu items in a fast and accurate manner

* Contribute to a positive team-work environment

* Are committed to providing quality service

* Enjoys working behind the scenes

* Understands the value of providing true craftsmanship

We are very proud of the variety of awards that recognize our great food and our customers' satisfaction:

* Culinary / Operations, National Chain Winner – IFMA's COEX Innovation Awards

* Ranked #1 Attractive / Inviting Restaurant among Excellent Large Fast-Food Chains – Sandelman & Associates 2012 Quick-Track® Study

* Ranked #2 among Excellent Large Fast-Food Chains – Sandelman & Associates 2012 Quick-Track® Study

Additional benefits of joining:

* Competitive pay

* Variety of health and related benefits

* Paid vacation

* Product discounts

Requirements

* Some food service or retail experience preferred

* Minimum age – 16 years of age

* Must understand and practice basic food safety

Our bakery-cafes are focused on taking care of our guests. Please apply online and a Manager may be in touch if an opportunity matching your qualifications becomes available.

Panera Bread is an Equal Opportunity Employer.",b085183d7e59c88ff144498040e50b71
4899,CGI Inc,"CGI has been delivering mission-essential results in partnership with defense, civilian and intelligence agencies since 1976. CGI is seeking to hire a Lead Systems Analyst/Tester. The candidate will provide a wide range of analytical and testing support including documenting client requirements, creating design mock ups, developing test cases, testing system functionality, participating in client feedback and planning sessions and capturing meeting notes.

Your future duties and responsibilities:

The Lead Systems Analyst/Tester will be integrated with the Development team and will be provided the opportunity to develop a knowledge base and apply acquired skills to various analytical and testing activities:

* Document client requirements and update project documentation accordingly

* Coordinate with Development team on technical feasibility of design concepts and develop detailed system designs

* Create system test cases aligned with developed requirements and design documentation

* Perform system level integration testing of requirements and report identified defects

* Update system help content and video simulations

* Document client feedback and incorporate into project documentation

* Capture meeting minutes during client meetings to be formally delivered

* Utilize project standardization tools including SharePoint and TeamForge

* Assist in creating and delivering contract deliverables

* Schedule and facilitate client and internal team meetings

Required qualifications to be successful in this role:

* Experience in Software Development Life Cycle (SDLC) processes

* Experience with Microsoft Office Tools such as Word, Excel, PowerPoint, Visio, SharePoint and Project

* Working with end user groups to evaluate and solve technical problems

* Strong organizational skills and ability to balance competing priorities

* Ability to work in a fast paced environment, self motivated, and willing to take on ownership and responsibility for assignments

* Ability to work independently and in a team setting

* Detail and results oriented

* Excellent oral, written and documentation skills

What you can expect from us:

At CGI, were a team of builders. We call our employees members because all who join CGI are building their own company - one that has grown to 65,000 professionals located in 40 countries. Founded in 1976, CGI is a leading IT and business process services firm committed to helping clients succeed. We have the global resources, expertise, stability and dedicated professionals needed to achieve results for our clients - and for our members. Come grow with us. Learn more at www.cgi.com.

This is a great opportunity to join a winning team. CGI offers a competitive compensation package with opportunities for growth and professional development. Benefits for full-time, permanent members start on the first day of employment and include a paid time-off program and profit participation and stock purchase plans.

We wish to thank all applicants for their interest and effort in applying for this position, however, only candidates selected for interviews will be contacted.

No unsolicited agency referrals please.

All CGI offers of employment in the U.S. are contingent upon the ability to successfully complete a background investigation. Background investigation components can vary depending upon specific assignment, or upon any US government security clearance if required. Qualified applicants will receive consideration for employment without regard to their race, color, religion, sex, gender Identity, sexual orientation, national origin, age, disability, veteran status, pregnancy, or other status protected by law. CGI will not discharge or in any other manner discriminate against employees or applicants because they have inquired about, discussed, or disclosed their own pay or the pay of another employee or applicant. However, employees who have access to the compensation information of other employees or applicants as a part of their essential job functions cannot disclose the pay of other employees or applicants to individuals who do not otherwise have access to compensation information, unless the disclosure is (a) in response to a formal complaint or charge, (b) in furtherance of an investigation, proceeding, hearing, or action, including an investigation conducted by the employer, or (c) consistent with CGIs legal duty to furnish information.",b0924cf9327ef333716677bfdef3bc25
39823,Department Of Transportation,"About the Agency

Business Component:

FAA Aeronautical Center Region, Air Traffic Organization, Flight Program Operations, Aircraft Operations Group, AJW-3300

Duties

The incumbent applies in-depth technical knowledge of NAS equipment, systems, processes and procedures to support NextGen efforts to develop complex automation, surveillance, navigation and communication systems, avionics, and associated procedures by providing airborne laboratory services. The incumbent directs the in-flight evaluation and certification of navigational aids and instrument flight procedures in support of the National Airspace System (NAS), Department of Defense (DOD) and privately owned facilities.

The incumbent serves as the Director of Operations for the 14 CFR Part 135 Air Operator Certificate and meets the qualifications in 14 CFR 119.67(a). Ensures compliance with applicable CFR parts, ICAO directives; national and international requirements, and other established policies and procedures. Exercises operational control for flight operations in FAA-owned and exclusive-use leased aircraft. The incumbent may participate in the Agency's Flight Program, when qualified and assigned, serves as a flight crewmember. If the incumbent participates in the Agency's Flight Program, the incumbent will maintain a Class I medical certificate.

The incumbent serves as the expert and focal point for the development and distribution of aircraft flight publications for all aircrew and aircraft fleets by applying knowledge of FAA flight program operations and experience as a pilot. The incumbent develops, administers and conducts technical training for flight operation missions and oversees qualification and evaluation for all flight activities. Utilizing experience and applied knowledge conducting technical training for flight operations, the incumbent manages mission qualifications and evaluations for all flight activities.

The incumbent applies skill, expertise and experience applying project/program management principles to direct and manage the crewmember records system and to ensure that pilot flight crewmember testing and checking is conducted as required by the Code of Federal Regulations. This includes knowledge tests, competency checks, instrument proficiency checks and line checks. Using experience conducting technical training for flight operations, the incumbent manages mission qualifications and evaluations for all flight activities.

Using experience managing a complex technically-oriented aviation organization, such as in a federal agency, or component thereof, or a component within the aviation or aerospace industry, the incumbent exercises the full range of supervisory responsibilities over a large staff of geographically dispersed employees through numerous K Band level Managers. The incumbent demonstrates knowledge of management, and project/program principles by developing objectives for and aligning the work of subordinate technical organizations and organizational segments. Actively promotes, supports, and participates in the FAA's Equal Employment Opportunity and Diversity Programs.

The incumbent interacts and works with other executive and senior officials throughout the Air Traffic Organization (ATO), other lines of business and staff offices within the Federal Aviation Administration (FAA), the Department of Transportation (DOT), the Department of Defense, and the aviation industry. The incumbent represents the ATO and FAA at stakeholder meetings and ensures that program activities align with both long and short- term objectives of the Vice President, the ATO Chief Operating Officer and FAA.

Has the authority, within guidelines, to make commitments for the program, to establish new policies/procedures, and to make exceptions within the assigned area of responsibility. The incumbent of this position may require access to information classified up to and including SECRET since some information concerning location and navigational data is classified.

Relocation Authorized

* No",b099c96295494175cee0745c77367fbc
31679,Premium Retail Services Inc,"POSITION OPEN:

Assisted Sales Representative – Seasonal

EMPLOYEE TYPE:

Part-time

PROJECT DATES:

Phase I - 10/31 - 11/18 - 20-30 hours per week daytime and weekend flexible scheduling/mileage after 54 miles

Phase 2 - 11/19 - 12/31 dedicated store (11am - 5pm - Saturdays and Sundays Nov 19/20, Nov 26/27, Dec 3/4, Dec 10/11, Dec 17/18 (Dec 22/23 2pm - 8pm )(no Dec 24/25, but Dec 26/27 11am - 3pm)(final day Sat Dec 31 - 11am - 3pm))

POSITION DESCRIPTION:

* Brand Ambassador for Logitech, UE Boom, and JayBird products in multiple retail locations in assigned market.

* Increases client's sales and brand awareness by conducting training sessions and customer engagement promotions.

* Builds rapport with retail store associates and grows interest in our client's technologies and the differentiators.

* Ensures product look and display is consistent with protocol, samples work properly and overall appearance is above presentation standards of competitive product.

* Attends required training sessions on assigned products.

* May train and ensure retail sales associates' understanding of product, brand awareness, and brand image.

* Collects and reports information on competitive product offerings to management.

* Communicates via assigned methods (verbal, written, presentation) to management all assigned reports on position activities by assigned due dates.

* Completes and submits all required service reports and upload digital images to share with the client in a timely manner.

MINIMUM QUALIFICATIONS & EXPERIENCE:

* Must have an aptitude for consumer electronics or technology-related products with significant understanding of portable audio, Logitech, and JayBird products.

* Minimum of six months consumer electronic sales experience.

* Proven track record of making and maintaining great relationships with accounts.

* Strong presentation skills with small to large groups.

* Must be available to work during retail business hours Monday – Friday; weekend work will be necessary.

* Must have a home computer, printer, internet access, and Smartphone with picture taking capability.

* High School Degree or GED.

* Excellent communication skills required.

* Access to reliable transportation for travel within the assigned territory.

COMPANY:

Today's consumer has more buying choices than ever. Smart retailers and manufacturers need every edge to compete in today's marketplace. Premium Retail Services is that edge.

Premium acts as an extension of retailers and manufacturers in stores nationwide, ensuring shelves are stocked, product knowledge is conveyed, and technology is solving common retail challenges. And we've been doing it since 1985.

So no matter the product or category - from vitamins to video games - Premium provides the people, programs and technology to deliver.

Premium Retail Services. Results are in store.

PREMIUM CAREERS:

Retail experience? Check. An unbeatable work ethic? Check. A burning desire to be part of a team absolutely dedicated to delivering results for a who's who roster of clients? Check.

You might be Premium material.

Family owned and operated, Premium's strong and steady growth has made us an industry leader in retail merchandising, assisted sales, field marketing and retail technologies.

From our corporate headquarters in the suburbs of St. Louis to the thousands of Premium field representatives working in stores all across the country, the company offers exciting career opportunities in a variety of retail disciplines.

EQUAL OPPORTUNITY EMPLOYER | BACKGROUND CHECK REQUIRED | DRUG TEST REQUIRED | E-VERIFY EMPLOYER",b0a4327d89fda8b65d546fd411cf38de
11859,BlackRock Inc,"Business Unit Overview:

Investment Guidelines Compliance (IGC) is part of the Portfolio Compliance Group (PCG), which is a global team within Aladdin Portfolio Services (APS) – APS is one of the core functions within Business Operations at BlackRock.

The IGC team is responsible for implementing controls and processes to ensure compliance with all applicable regulatory and portfolio guidelines. The team fulfils this mission primarily by extracting, analysing, coding and monitoring client, regulatory and internal investment guidelines on the firm's Aladdin system. The team is engaged with and provides services to many other departments and functions across the firm, including: portfolio management, trading, client services, technology, legal and compliance, and operations.

Key Responsibilities:

The specific role will be based in Tokyo and will be primarily focused on the management of the Investment Guidelines activities for the Japan business – there will also be an opportunity to support other regions within APAC. This role will report to the IGC regional lead for APAC and provide oversight for the Japan Large Shareholders reporting as well. This role is critical in support of the global function.

* Management of 2 direct reports in Tokyo IGC

* Partner with peers globally in each of regional IGC teams

* Build working relationships across the global PCG function and stakeholders in the region

* Support manager with global initiatives

* Primary owner of IGC business as usual for the region, including:

* Monitoring of pre trade compliance

* Aged exceptions process for region

* Global operating event oversight

* Escalation and oversight of all on-boarding activities, new and change

* Process / system enhancements

* Support and implementation of regulatory change

* Approver of client certifications / attestations

* Projects lead, or member as required global

* Lead client due diligence, client pitches, and operational overview

* Oversight for the Japan Large shareholders reporting, including:

* Support for the disclosure reporting submission process

* Involvement in discussions with Tokyo business partners (e.g. L&C)

Development Value:

* Exposure to multiple business groups and investment products across BlackRock globally, with primary focus on Japan and other countries in APAC

* Daily interaction with key business partners such as portfolio management, trading, client service, legal and compliance, and operations professionals

* Opportunity to take responsibility and ownership for both individual projects and team goals

* Visibility in being a service champion for PCG with both internal and external clients

* Service champion for both Business Operations and APS

* Growth and development within a truly global team and firm

Knowledge/Experience:

* Significant operational experience

* Multiple years of experience in managing and leading teams

* Experience of successfully leading projects

* Client centric with a deep understanding of client intent

* Comfortable working across multiple functions, geographies and stakeholders with maturity and judgement

* Good knowledge of the Aladdin platform

* Drive, high energy and sense of urgency

* Proven track record of people development

Skills/Qualifications:

* Strong knowledge of the Aladdin platform

* Experienced people manager with a strong financial background

* Although not required, knowledge of programming languages (such as Visual Basic, C , or Java) and an understanding of relational database concepts (including SQL) are beneficial

* Native in Japanese and fluent in English

Competencies:

* Strong communication skills in both Japanese and English

* Ability to self-manage workloads and work to deadlines

* Strong team player

* Analytical mind and approach

* Attention to detail

* Pro-active approach to issue resolution

* Ability to recognize individual and team objectives and goals

BlackRock is proud to be an Equal Opportunity and Affirmative Action Employer. We evaluate qualified applicants without regard to race, color, national origin, religion, sex, disability, veteran status, and other statuses protected by law.",b0db58e3a65d6af2d4755b049529142b
39880,Wells Fargo & Co,"Job Description

At Wells Fargo, our vision is to satisfy our customers' financial needs and help them succeed financially. In this role, you will help us deliver on our vision and build lifelong relationships with our customers. You also will demonstrate leadership through contributing to a company culture that supports customers in achieving their financial goals, team members in developing their careers, and communities in continuing to thrive. As part of a team that serves one in three American households, you will play a vital role in living our commitment to the highest ethical standards and maintaining the valued trust of our customers and communities.

A Lead Teller spends almost all of his or her time working with Wells Fargo's most important asset, our customers. Lead Tellers are able to juggle a variety of tasks including exercising excellent customer service in all customer interactions, managing and resolving customer concerns, following procedures to minimize errors and manage risk on behalf of our customers, while providing information on new products and services. Lead Tellers work under limited supervision, assist with work flow to ensure Tellers are successful, consistently balance their cash daily, have great rapport with people, meet their performance goals, and enjoy helping others all while maintaining ethics, integrity, and embracing diversity.

Important Note: During the application process, ensure your contact information (email and phone number) is up to date and upload your current resume prior to submitting your application for consideration. If you are a Wells Fargo Team Member, in your Jobs Profile ensure that your email address is valid and updated to an address that can receive external emails outside of the banking network. Initial contact with you will be made via e-mail. Please check your e-mail regularly for updates.

Normal work schedules typically fall between 7AM - 6PM. The schedule(s) for this position is not set and may change based on business need.

Required Qualifications

* 1+ year of experience assessing and meeting the needs of customers and/or solving customer problems

* 1+ year of retail experience independently following policies and procedures

* 1+ year of handling cash experience

* 1+ year of interacting directly with customers or customer service experience; or a combination of both

* 1+ year of sales experience

* 1+ year of experience working in a team environment

Desired Qualifications

* Good communication skills including speaking clearly, succinctly, and accurately while using a pleasant tone and common conversational courtesies

* Experience meeting customer service goals

* Experience meeting sales goals or quotas

* Experience identifying additional opportunities to sell products and services to customers

* Experience achieving individual and team goals

* Coaching experience in a customer service/sales environment

* Good attention to detail and accuracy skills

* Experience interacting positively with unsatisfied customers

* Effective organizational, multi tasking, and prioritizing skills

* Basic Microsoft Office (Word, Excel, and Outlook) skills

* Ability to navigate multiple computer systems, applications, and utilize search tools to find information

* Ability to work in a fast-paced deadline driven environment

* Knowledge and understanding of cash handling and balancing practices

* Teller experience

Job Expectations

* Ability to work nights, weekends, and/or holidays as needed or scheduled

Street Address

FL-Saint Petersburg: 400 Corey Ave - Saint Petersburg, FL

Disclaimer

All offers for employment with Wells Fargo are contingent upon the candidate having successfully completed a criminal background check. Wells Fargo will consider qualified candidates with criminal histories in a manner consistent with the requirements of applicable local, state and Federal law, including Section 19 of the Federal Deposit Insurance Act.Relevant military experience is considered for veterans and transitioning service men and women.Wells Fargo is an Affirmative Action and Equal Opportunity Employer, Minority/Female/Disabled/Veteran/Gender Identity/Sexual Orientation.",b0eb5b5b2f6ef1c47adbe26a8acbac36
31756,Firestone Complete Auto Care,"Overview:

We Promise to Care

We understand that we offer more than just car service. We rescue people from bad days and we offer solutions for difficult situations. We are people of integrity and we believe that fundamental honesty is the keystone of our business. We are committed to doing the hard work necessary to earn the loyalty of our teammates and our customers by providing a positive experience every time. We are proud and passionate to represent the brand of Bridgestone. Every day, in every store, with every teammate and every customer….We promise to care!

Our Purpose: To be the most trusted provider of automotive care in every neighborhood we serve.

Bridgestone Retail Operations, LLC employs over 22,000 teammates in North America and operates more than 2,200 company-owned stores. Our locations include Firestone Complete Auto Care, Tires Plus, and Wheel Works.

Apply today to learn more about why Bridgestone Retail Operations is the right place to build your career!

Responsibilities:

Bridgestone Retail Operations is seeking experienced Technicians who can handle and fix complex automotive issues for our customer. In fact, the more complex the issue the better for someone like you. Your experience fixing A/C and brakes and suspension systems aligns nicely with our work and your extensive knowledge about engines is what will help to continue to drive customers into our stores. At BSRO we have great opportunities for you to service the widest variety of cars and can provide you top of the line equipment, and best-in-class educational opportunities in the industry. If you're looking to be the best in the business join our team!

Job Responsibilities

* Diagnose and repair to specifications – brake and hydraulic, exhaust, primary and/or advanced fuel ignition and electrical, suspension and alignment, air conditioning and computer systems.

* Adequately explain technical diagnoses and needed repairs to non-mechanical individuals which may include employees and customers on an as-required basis.

* Continuously learn new technical information and techniques in formal training sessions in order to stay abreast with rapidly changing automotive technology.

* Assist fellow technicians/mechanics in performing technical activities.

* Keep store management aware of mechanical repair problems as they occur.

* Maintain an organized and neat bay.

* Adhere to all company policy, procedure, safety and environmental rules.

Qualifications:

Qualifications

This position is a leader in the shop. We expect you to help set the pace and tone while helping to develop the team around you. Collaboration and a team first mentality are a must if you are looking for success in this role. In addition we require the following for you to be qualified for this role:

* At least 2-3 years of strong automotive mechanical diagnosis, problem-solving and repair experience.

* 3 ASE certifications are required for this position.

* You'll also need a high level of motivation, energy and a customer-focused attitude.

* Must have a valid driver's license.

* Pre-employment drug test/physical/ background check will help assure we build teams of people who can best work with others and serve customer needs.

If you meet the qualifications listed above, possess a can do attitude and have a desire to progress in your career with the automotive service industry leader who puts their mechanics / auto technicians first, please apply today!

Benefits, Privileges and Growth Opportunities

* We offer over 31 Benefits and Privileges to include medical, dental, vision, 401k, cash balance retirement plan and more.

* We are An Equal Opportunity Affirmative Action Employer, in fact, ""One of our strengths is found in our commitment to serve a diverse customer population with diverse teams of teammates.""

* Over 100 years of success is an indication of the stability our workforce enjoys.

Apply/Socialize Options:",b0ecd00e447f4a2fab9d4f36983684c8
31756,Firestone Complete Auto Care,"Overview:

We Promise to Care

We understand that we offer more than just car service. We rescue people from bad days and we offer solutions for difficult situations. We are people of integrity and we believe that fundamental honesty is the keystone of our business. We are committed to doing the hard work necessary to earn the loyalty of our teammates and our customers by providing a positive experience every time. We are proud and passionate to represent the brand of Bridgestone. Every day, in every store, with every teammate and every customer….We promise to care!

Our Purpose: To be the most trusted provider of automotive care in every neighborhood we serve.

Bridgestone Retail Operations, LLC employs over 22,000 teammates in North America and operates more than 2,200 company-owned stores. Our locations include Firestone Complete Auto Care, Tires Plus, and Wheel Works.

Apply today to learn more about why Bridgestone Retail Operations is the right place to build your career!

Responsibilities:

Are you a problem solver? Have you worked hard to build your automotive experience, education and industry knowledge? You've passed the tests, now it is time to put those skills to work! At Bridgestone we offer the most competitive development program in the industry designed with one thing in mind…YOU! Whether it's the opportunity to work with the widest variety of vehicles, the newest equipment, or leverage our comprehensive ASE certification and training program you'll have no trouble finding something to love about growing your career with Bridgestone Retail Operations. Come serve our customer, aka the BOSS, today!

Job Responsibilities

* Diagnose and repair to specifications – brake and hydraulic, exhaust, primary and/or advanced fuel ignition and electrical, suspension and alignment.

* Adequately explain technical diagnoses and needed repairs to non-mechanical individuals which may include employees and customers on an as-required basis.

* Continuously learn new technical information and techniques in formal training sessions in order to stay abreast with rapidly changing automotive technology.

* Assist fellow technicians/mechanics in performing technical activities.

* Keep store management aware of mechanical repair problems as they occur.

* Maintain an organized and neat bay.

* Adhere to all company policy, procedure, safety and environmental rules.

Qualifications:

* A High School Diploma or GED

* At least 2-3 years of strong automotive mechanical diagnosis, problem-solving and repair experience.

* At least 1 ASE certification is required for this position.

* You'll also need a high level of motivation, energy and a customer-focused attitude.

* Must have a valid driver's license.

* Pre-employment drug test/physical/ background check will help assure we build teams of people who can best work with others and serve customer needs.

If you meet the qualifications listed above, possess a can do attitude and have a desire to progress in your career with the automotive service industry leader who puts their mechanics / auto technicians first, please apply today!

Benefits, Privileges and Growth Opportunities

* We offer over 31 Benefits and Privileges to include medical, dental, vision, 401k, cash balance retirement plan and more.

* We are An Equal Opportunity Affirmative Action Employer.

* One of our strengths is found in our commitment to serve a diverse customer population with diverse teams of teammates.

* Over 100 years of success is an indication of the stability our workforce enjoys.

Apply/Socialize Options:",b0ecdbb1e14028f553cc596d9854ce39
6101,"Omnicare, Inc","Overview

* Coordinates pharmaceutical services within a long term care facility (facility), in collaboration with facility leadership and staff;

* Guides development and evaluation of pharmaceutical services procedures within the facility, in collaboration with facility leadership and staff;

* Assists the facility identify, evaluate, and address/resolve pharmacy-related concerns and issues that affect resident care, medical care, quality of life, and/or regulatory compliance.

Responsibilities

* Perform Medication Regimen Reviews (MRR), as required by regulation or contract for facility type, and provide written reports of these reviews to applicable facility staff preferably upon exit but within 3 business days after each month's consulting has been completed;

* Spend an appropriate amount of time on each resident's review as defined by their clinical needs;

* Use OSC2OR software on-site to generate MRR, including therapeutic interchange and Omnicare clinical program-related, recommendations and documents responses to previous recommendations;

* Transmit all OSC2OR data to Omnicare's ORS database at the end of business each day per air-card policy;

* Utilize MDS 3.0 to identify specific residents needing targeted focus(es);

* Complete the ""Quality Improvement: Consultant Pharmacist Summary Report"" for all applicable facilities, and transmit this and the ""Summary for Consultant Services"" after each month's consulting has been completed;

* Check and respond to Omnicare email daily;

* Educate facility staff, including the Director of Nursing, Medical Director and Administrator when new therapeutic interchange programs are implemented and perform specific functions required of therapeutic interchange programs conducted by Consultant Pharmacist, as assigned;

* Participate in facility clinical meetings, as required by contract, or as feasible under the 1B Consultant Pharmacists Contract addendum when agreed upon by the facility ;

* Provide quarterly reports reflecting facility-level drug utilization and clinical management trends, with corresponding recommendations to improve clinical care delivered and potential savings using preferred drug management and formulary compliance.

* Meet with facility Medical Director and other key prescribers as warranted;

* Provide medication-related education;

* Attend quarterly facility Quality Assurance Committee meeting and provide written reports regarding the status of the facility's pharmaceutical services, therapeutic interchange cost savings report and staff performance;

* Assist the facility in developing and implementing policies and procedures to ensure compliance with federal and state regulations related to ordering, storage, handling, labeling, destruction and administration of drugs and biologicals;

* Assist the facility in establishing a procedure to perform MRR on residents who are anticipated to stay in the facility less than 30 days, or who experience an ""acute"" change of condition, as identified by facility staff;

* Escalate unresolved issues as necessary or required by protocol, based on the response or lack thereof to previous Consultant Pharmacist recommendations and subsequent follow-up by the facility;

* Evaluate facility documentation related to behavior and adverse effect monitoring for medications;

* Evaluate appropriate utilization and documentation of non-pharmacological interventions, either instead of, or in conjunction with, appropriate medication therapy;

* Coordinate or perform review of, using representative sampling, medication storage and labeling in common storage areas (medication carts, medication refrigerators, medication rooms);

* Coordinate or perform review of controlled substance utilization, reconciliation and documentation;

* Coordinate or perform review of medications stored in facility Emergency Drug Supply or 'Starter Box"", which would include review for outdated medications and a continual review of contents with facility management for appropriateness;

* Conduct an entrance conference upon arrival to the facility and an exit conference when the consultant pharmacist services are completed for that month with thw Administrator and/or Director of Nursing;

* Provide assistance (by telephone if necessary) with issues or questions that arise either prior to or on the day of any survey of the facility;

* Maintain competency in Omniview, OCR Clinical, and CMS websites that provide quality data on nursing homes;

* Complete all training and educational programs within the specified time period, as assigned;

* Maintain thorough understanding of all updates to the Geriatric Pharmaceutical Care Guideline® initiatives, formulary initiatives, and Omnicare clinical programs;

* Supervise field technicians and other extenders, as appropriate;

* Complete all other duties as assigned by their Clinical Manager, in a timely fashion.

* Follow all applicable government regulations including HIPAA.

* Display behavior which exemplifies employee code of conduct guidelines.

Supervisory Responsibilities: Field technicians and other clinical extenders, as appropriate.

Qualifications

Knowledge/Skills:

* B.S. in Pharmacy or PharmD degree with additional knowledge and/or Certification in geriatrics and/or gerontology

* Excellent clinical , organization, interpersonal and communication skills

* Thorough knowledge and understanding of the all applicable nursing home regulations and guidance

* Proficiency in word processing, spreadsheets, and graphics software

* Current pharmacy license in state(s) in which Pharmacy practice conducted

* Commitment to provide high-quality pharmaceutical care

* Ability to work independently

* Professional demeanor

* Signed non-compete, non-solicitation, non-disclosure agreement prior to employment

Preferred Experience:

* 2-3 years experience in a clinical pharmacy practice with at least one year of long term care pharmacy practice preferred

Equal Opportunity Employer: Omnicare is fully committed to employing a diverse workforce. We recruit and retain talented individuals without regard to gender, race, age, marital status, disability, veteran status, sexual orientation and gender identity or any other status protected by federal, state or local law. Omnicare is an Equal Employment Opportunity and Affirmative Action Employer.

EO/Minorities/Females/Disabled/Veterans

Business Overview

Omnicare, Inc. is a wholly owned subsidiary of CVS Health Corporation. www.cvshealth.com

What We Do

Directly, and through our subsidiaries, Omnicare provides a broad array of pharmacy-related services to long term care facilities and to other customers in the health care environment. While senior care has long been an Omnicare specialty, we also serve other targeted populations.

Commitment at Every Level

A large part of Omnicare's success derives from a commitment, at every level, to the welfare of each individual we serve. Each day, our employees consider how their work can improve the quality of life of residents and patients. Omnicare is truly a health care company, working to improve the health and quality of life for everyone we touch.

Options",b0f6cacd4968ada06058f67a9bd0330e
10869,The Gap Inc,"Old Navy makes current American fashion essentials accessible to every family. From day one, Old Navy was a revolution. We were something the world had never seen - fabulous, affordable fashion. We didn't take ourselves too seriously, and we broke the industry's rules. What we believe in today is exactly what we believed in when we started: we're on a mission to democratize fashion and make shopping fun again. We opened our first store in 1994 in San Francisco and have been on a roll ever since. Today, customers can find their must-have fashion essentials online as well as in one of our 1,000+ stores located globally.

As part of the Field organization, you make the brand come to life for our customers. Our stores are fast paced, fun, diverse and full of passionate people who love fashion. The Field offers endless opportunities to grow your career and be a leader – of your peers, of teams, of a business, and in the community.

Old Navy – a brand for everyone, a place for you!

Job Summary:

As the Business and Training Specialist, you drive profitable sales by executing the hiring plans created by the Business Operations Manager and General Manager, ensuring all Brand Associates are effectively trained on Old Navy Standards, product knowledge, and all company programs and initiatives. You play a critical role in ensuring the overall effectiveness of the store's training needs and easily flex based on the unique needs of the store. You support strategies that prepare your teams for peak business and proactively address concerns that impact store schedules, staffing needs or the general welfare of your teams. As a member of the store leadership team, you help ensure profitability by meeting supply and facilities budgets.

As an Old Navy leader, your first priority is to contribute to the success of your store. This means that you not only deliver in your role as the Business and Training Specialist, but you also model leadership behaviors and deliver as a manager on duty. As the Manager on Duty, you deliver results during your assigned time, drive key performance indicators and brand loyalty by leading through your team. You make decisions and collaborate with other members of your store leadership team to prioritize work based on business needs and company direction.

Key Competencies:

* Functional and Technical Skills

* Learning Agility

* Informing

* Timely Decision Making

* Organizing

Note: This position description indicates the general nature and levels of work, knowledge, skills, abilities and other essential functions expected for the aforementioned position. It is not designed to cover or contain a comprehensive listing of activities, duties or responsibilities required.

Qualifications:

* Must be at least 18 years of age

* College degree or equivalent work experience preferred

* 1-3 years of retail management experience preferred

* Ability to effectively communicate with customers and employees

* Ability to maneuver around sales floor, stock room, work with and around cleaning chemicals, and lift/carry up to 50 lbs.

* Ability to work a flexible schedule (including travel) to meet the needs of the business, including evenings, overnight and weekend shifts

Apply

Prepare Before You Apply Now",b0875915621c4c096674ac7b9ebfd032
